country,date,count
France,1/22/20,0
France,1/23/20,0
France,1/24/20,2
France,1/25/20,3
France,1/26/20,3
France,1/27/20,3
France,1/28/20,4
France,1/29/20,5
France,1/30/20,5
France,1/31/20,5
France,2/1/20,6
France,2/2/20,6
France,2/3/20,6
France,2/4/20,6
France,2/5/20,6
France,2/6/20,6
France,2/7/20,6
France,2/8/20,11
France,2/9/20,11
France,2/10/20,11
France,2/11/20,11
France,2/12/20,11
France,2/13/20,11
France,2/14/20,11
France,2/15/20,12
France,2/16/20,12
France,2/17/20,12
France,2/18/20,12
France,2/19/20,12
France,2/20/20,12
France,2/21/20,12
France,2/22/20,12
France,2/23/20,12
France,2/24/20,12
France,2/25/20,14
France,2/26/20,18
France,2/27/20,38
France,2/28/20,57
France,2/29/20,100
France,3/1/20,130
France,3/2/20,191
France,3/3/20,212
France,3/4/20,285
France,3/5/20,423
France,3/6/20,613
France,3/7/20,938
France,3/8/20,1115
France,3/9/20,1401
France,3/10/20,1773
France,3/11/20,2281
France,3/12/20,2281
France,3/13/20,3661
France,3/14/20,4469
France,3/15/20,4499
France,3/16/20,6633
France,3/17/20,7652
France,3/18/20,9043
France,3/19/20,10871
France,3/20/20,12612
France,3/21/20,14282
France,3/22/20,16533
France,3/23/20,19856
France,3/24/20,22054
France,3/25/20,24967
France,3/26/20,28856
France,3/27/20,32609
France,3/28/20,37162
France,3/29/20,39761
France,3/30/20,44029
France,3/31/20,51579
France,4/1/20,56362
France,4/2/20,58404
France,4/3/20,63588
France,4/4/20,46483
France,4/5/20,47299
France,4/6/20,49934
France,4/7/20,46400
France,4/8/20,50242
France,4/9/20,54003
France,4/10/20,55538
France,4/11/20,56972
France,4/12/20,107712
France,4/13/20,110836
France,4/14/20,128272
France,4/15/20,131476
France,4/16/20,144035
France,4/17/20,145896
France,4/18/20,149683
France,4/19/20,150752
France,4/20/20,153197
France,4/21/20,155821
France,4/22/20,157603
France,4/23/20,155881
France,4/24/20,158653
France,4/25/20,160295
France,4/26/20,160907
France,4/27/20,164592
France,4/28/20,167650
France,4/29/20,166193
France,4/30/20,167326
France,5/1/20,167846
France,5/2/20,168637
France,5/3/20,168887
France,5/4/20,169405
France,5/5/20,170467
France,5/6/20,174596
France,5/7/20,175218
France,5/8/20,175743
France,5/9/20,176132
France,5/10/20,176338
France,5/11/20,176651
France,5/12/20,177330
France,5/13/20,177790
France,5/14/20,178353
France,5/15/20,178837
France,5/16/20,179140
France,5/17/20,179250
France,5/18/20,179650
France,5/19/20,180143
France,5/20/20,180499
France,5/21/20,180752
France,5/22/20,181444
France,5/23/20,181969
France,5/24/20,181410
France,5/25/20,181684
France,5/26/20,181880
France,5/27/20,182018
France,5/28/20,185300
France,5/29/20,185842
France,5/30/20,187608
France,5/31/20,187817
France,6/1/20,187986
France,6/2/20,187265
France,6/3/20,184015
France,6/4/20,188286
France,6/5/20,188808
France,6/6/20,189330
France,6/7/20,189621
France,6/8/20,189782
France,6/9/20,190266
France,6/10/20,190743
France,6/11/20,191040
France,6/12/20,191679
France,6/13/20,192043
France,6/14/20,192317
France,6/15/20,192369
France,6/16/20,192915
France,6/17/20,193256
France,6/18/20,193576
France,6/19/20,194121
France,6/20/20,194535
France,6/21/20,194599
France,6/22/20,194693
France,6/23/20,195256
France,6/24/20,195256
France,6/25/20,195256
France,6/26/20,196267
France,6/27/20,196521
France,6/28/20,196111
France,6/29/20,196390
France,6/30/20,196554
France,7/1/20,197238
France,7/2/20,197591
France,7/3/20,197994
France,7/4/20,197994
France,7/5/20,197994
France,7/6/20,198850
France,7/7/20,199170
France,7/8/20,199699
France,7/9/20,200027
France,7/10/20,200569
France,7/11/20,200569
France,7/12/20,200569
France,7/13/20,201755
France,7/14/20,201755
France,7/15/20,202383
France,7/16/20,202819
France,7/17/20,203516
France,7/18/20,203516
France,7/19/20,203516
France,7/20/20,205308
France,7/21/20,205773
France,7/22/20,206641
France,7/23/20,207650
France,7/24/20,208553
France,7/25/20,208553
France,7/26/20,208553
France,7/27/20,210821
France,7/28/20,211337
France,7/29/20,212676
France,7/30/20,213927
France,7/31/20,215135
France,8/1/20,215135
France,8/2/20,215135
France,8/3/20,218351
France,8/4/20,219253
France,8/5/20,220874
France,8/6/20,222398
France,8/7/20,224602
France,8/8/20,224602
France,8/9/20,224602
France,8/10/20,229203
France,8/11/20,230540
France,8/12/20,232966
France,8/13/20,235540
France,8/14/20,238240
France,8/15/20,241371
France,8/16/20,244335
France,8/17/20,244761
France,8/18/20,246821
France,8/19/20,250539
France,8/20/20,255214
France,8/21/20,259717
France,8/22/20,263129
France,8/23/20,267589
France,8/24/20,269452
France,8/25/20,272643
France,8/26/20,272643
France,8/27/20,283698
France,8/28/20,290929
France,8/29/20,296265
France,8/30/20,301554
France,8/31/20,304349
France,9/1/20,309247
France,9/2/20,316047
France,9/3/20,322935
France,9/4/20,331578
France,9/5/20,340013
France,9/6/20,346921
France,9/7/20,351017
France,9/8/20,357473
France,9/9/20,365025
France,9/10/20,374586
France,9/11/20,383854
France,9/12/20,394270
France,9/13/20,400533
France,9/14/20,406609
France,9/15/20,414196
France,9/16/20,423924
France,9/17/20,433871
France,9/18/20,446961
France,9/19/20,460328
France,9/20/20,470864
France,9/21/20,476162
France,9/22/20,485929
France,9/23/20,497914
France,9/24/20,513732
France,9/25/20,529501
France,9/26/20,543688
France,9/27/20,554304
France,9/28/20,558374
France,9/29/20,566196
France,9/30/20,578769
France,10/1/20,591783
France,10/2/20,603920
France,10/3/20,620330
France,10/4/20,632834
France,10/5/20,637918
France,10/6/20,648116
France,10/7/20,666849
France,10/8/20,684164
France,10/9/20,704478
France,10/10/20,731155
France,10/11/20,747092
France,10/12/20,755597
France,10/13/20,768380
France,10/14/20,790959
France,10/15/20,820685
France,10/16/20,845740
France,10/17/20,877840
France,10/18/20,907677
France,10/19/20,920916
France,10/20/20,941085
France,10/21/20,967717
France,10/22/20,1008483
France,10/23/20,1050468
France,10/24/20,1095708
France,10/25/20,1102262
France,10/26/20,1174279
France,10/27/20,1207430
France,10/28/20,1243855
France,10/29/20,1290446
France,10/30/20,1339640
France,10/31/20,1374691
France,11/1/20,1420870
France,11/2/20,1525184
France,11/3/20,1597139
France,11/4/20,1549838
France,11/5/20,1607147
France,11/6/20,1667604
France,11/7/20,1754202
France,11/8/20,1792764
France,11/9/20,1812919
France,11/10/20,1834515
France,11/11/20,1870380
France,11/12/20,1902644
France,11/13/20,1926314
France,11/14/20,1958235
France,11/15/20,1985427
France,11/16/20,1994728
France,11/17/20,2039938
France,11/18/20,2068297
France,11/19/20,2088784
France,11/20/20,2111646
France,11/21/20,2129287
France,11/22/20,2142417
France,11/23/20,2146869
France,11/24/20,2155722
France,11/25/20,2171967
France,11/26/20,2184846
France,11/27/20,2197283
France,11/28/20,2209739
France,11/29/20,2219502
France,11/30/20,2223393
France,12/1/20,2231344
France,12/2/20,2245324
France,12/3/20,2257894
France,12/4/20,2269080
France,12/5/20,2281889
France,12/6/20,2292838
France,12/7/20,2296249
France,12/8/20,2309760
France,12/9/20,2324300
France,12/10/20,2337594
France,12/11/20,2350923
France,12/12/20,2364740
France,12/13/20,2376228
France,12/14/20,2379291
France,12/15/20,2390419
France,12/16/20,2407983
France,12/17/20,2426063
France,12/18/20,2441737
France,12/19/20,2458839
France,12/20/20,2471458
France,12/21/20,2477255
France,12/22/20,2488889
France,12/23/20,2503693
France,12/24/20,2525234
France,12/25/20,2545358
France,12/26/20,2548388
France,12/27/20,2556621
France,12/28/20,2559575
France,12/29/20,2570767
France,12/30/20,2597124
France,12/31/20,2616902
France,1/1/21,2636045
France,1/2/21,2639404
France,1/3/21,2651893
France,1/4/21,2655915
France,1/5/21,2676195
France,1/6/21,2701215
France,1/7/21,2722728
France,1/8/21,2742349
France,1/9/21,2762120
France,1/10/21,2777921
France,1/11/21,2781503
France,1/12/21,2800770
France,1/13/21,2824473
France,1/14/21,2845701
France,1/15/21,2866413
France,1/16/21,2887532
France,1/17/21,2903975
France,1/18/21,2907711
France,1/19/21,2931050
France,1/20/21,2957547
France,1/21/21,2979915
France,1/22/21,3002910
France,1/23/21,3026320
France,1/24/21,3044358
France,1/25/21,3048598
France,1/26/21,3070458
France,1/27/21,3097374
France,1/28/21,3120634
France,1/29/21,3143417
France,1/30/21,3167274
France,1/31/21,3186354
France,2/1/21,3190701
France,2/2/21,3213360
France,2/3/21,3239256
France,2/4/21,3238798
France,2/5/21,3284085
France,2/6/21,3303273
France,2/7/21,3322988
France,2/8/21,3327305
France,2/9/21,3345558
France,2/10/21,3370645
France,2/11/21,3390952
France,2/12/21,3410996
France,2/13/21,3431805
France,2/14/21,3447518
France,2/15/21,3451894
France,2/16/21,3471268
France,2/17/21,3495775
France,2/18/21,3517177
France,2/19/21,3541282
France,2/20/21,3562707
France,2/21/21,3584326
France,2/22/21,3588972
France,2/23/21,3608271
France,2/24/21,3639501
France,2/25/21,3664050
France,2/26/21,3689034
France,2/27/21,3712474
France,2/28/21,3732426
France,3/1/21,3736390
France,3/2/21,3759247
France,3/3/21,3785326
France,3/4/21,3810605
France,3/5/21,3833572
France,3/6/21,3856182
France,3/7/21,3878007
France,3/8/21,3883334
France,3/9/21,3906363
France,3/10/21,3935990
France,3/11/21,3963156
France,3/12/21,3988194
France,3/13/21,4017844
France,3/14/21,4043769
France,3/15/21,4050010
France,3/16/21,4080012
France,3/17/21,4117650
France,3/18/21,4152604
France,3/19/21,4187630
France,3/20/21,4222935
France,3/21/21,4252919
France,3/22/21,4268711
France,3/23/21,4283389
France,3/24/21,4347614
France,3/25/21,4393255
France,3/26/21,4434884
France,3/27/21,4477503
France,3/28/21,4513685
France,3/29/21,4522779
France,3/30/21,4553481
France,3/31/21,4611392
France,4/1/21,4661841
France,4/2/21,4708648
France,4/3/21,4707488
France,4/4/21,4788117
France,4/5/21,4799078
France,4/6/21,4807123
France,4/7/21,4807123
France,4/8/21,4903965
France,4/9/21,4903965
France,4/10/21,4903965
France,4/11/21,5021865
France,4/12/21,5030401
France,4/13/21,5068534
France,4/14/21,5111882
France,4/15/21,5149776
France,4/16/21,5186109
France,4/17/21,5221888
France,4/18/21,5249622
France,4/19/21,5256318
France,4/20/21,5300321
France,4/21/21,5334144
France,4/22/21,5367544
France,4/23/21,5399600
France,4/24/21,5432085
France,4/25/21,5456417
France,4/26/21,5460793
France,4/27/21,5490025
France,4/28/21,5521227
France,4/29/21,5547670
France,4/30/21,5571804
France,5/1/21,5597295
France,5/2/21,5605532
France,5/3/21,5609292
France,5/4/21,5633509
France,5/5/21,5658254
France,5/6/21,5679730
France,5/7/21,5698706
France,5/8/21,5718165
France,5/9/21,5727293
France,5/10/21,5730585
France,5/11/21,5750098
France,5/12/21,5770128
France,5/13/21,5789589
France,5/14/21,5796058
France,5/15/21,5811711
France,5/16/21,5825659
France,5/17/21,5829009
France,5/18/21,5845010
France,5/19/21,5863138
France,5/20/21,5514022
France,5/21/21,5526555
France,5/22/21,5538938
France,5/23/21,5547914
France,5/24/21,5550143
France,5/25/21,5552977
France,5/26/21,5564217
France,5/27/21,5578150
France,5/28/21,5588981
France,5/29/21,5600353
France,5/30/21,5608347
France,5/31/21,5609558
France,6/1/21,5619133
France,6/2/21,5619133
France,6/3/21,5634526
France,6/4/21,5641296
France,6/5/21,5647950
France,6/6/21,5652705
France,6/7/21,5653678
France,6/8/21,5659478
France,6/9/21,5663717
France,6/10/21,5667993
France,6/11/21,5671864
France,6/12/21,5675604
France,6/13/21,5678209
France,6/14/21,5678893
France,6/15/21,5681846
France,6/16/21,5683536
France,6/17/21,5685387
France,6/18/21,5688557
France,6/19/21,5691181
France,6/20/21,5692996
France,6/21/21,5692968
France,6/22/21,5694975
France,6/23/21,5696069
France,6/24/21,5698076
France,6/25/21,5699818
France,6/26/21,5701946
France,6/27/21,5703524
France,6/28/21,5703780
France,6/29/21,5705863
France,6/30/21,5707142
France,7/1/21,5709806
France,7/2/21,5712276
France,7/3/21,5715282
France,7/4/21,5717831
France,7/5/21,5718270
France,7/6/21,5720593
France,7/7/21,5724395
France,7/8/21,5728837
France,7/9/21,5733214
France,7/10/21,5737910
France,7/11/21,5742166
France,7/12/21,5742783
France,7/13/21,5749593
France,7/14/21,5749593
France,7/15/21,5760374
France,7/16/21,5771282
France,7/17/21,5782231
France,7/18/21,5794763
France,7/19/21,5796453
France,7/20/21,5814442
France,7/21/21,5834523
France,7/22/21,5856432
France,7/23/21,5875702
France,7/24/21,5901326
France,7/25/21,5916568
France,7/26/21,5919170
France,7/27/21,5946041
France,7/28/21,5971078
France,7/29/21,5996132
France,7/30/21,6020331
France,7/31/21,6043802
France,8/1/21,6063402
France,8/2/21,6063402
France,8/3/21,6084067
France,8/4/21,6111503
France,8/5/21,6137948
France,8/6/21,6161967
France,8/7/21,6187722
France,8/8/21,6208172
France,8/9/21,6211471
France,8/10/21,6232682
France,8/11/21,6260194
France,8/12/21,6288585
France,8/13/21,6314823
France,8/14/21,6339250
France,8/15/21,6360422
France,8/16/21,6366015
France,8/17/21,6378738
France,8/18/21,6406369
France,8/19/21,6430319
France,8/20/21,6450822
France,8/21/21,6473458
France,8/22/21,6490758
France,8/23/21,6492581
France,8/24/21,6517026
France,8/25/21,6537883
France,8/26/21,6557287
France,8/27/21,6557287
France,8/28/21,6591438
France,8/29/21,6605068
France,8/30/21,6605068
France,8/31/21,6605068
France,9/1/21,6635813
France,9/2/21,6649966
France,9/3/21,6662874
France,9/4/21,6676210
France,9/5/21,6686620
France,9/6/21,6688909
France,9/7/21,6702711
France,9/8/21,6702711
France,9/9/21,6720301
France,9/10/21,6730199
France,9/11/21,6739800
France,9/12/21,6747479
France,9/13/21,6748770
France,9/14/21,6759097
France,9/15/21,6759097
France,9/16/21,6771911
France,9/17/21,6778846
France,9/18/21,6786260
France,9/19/21,6792074
Italy,1/22/20,0
Italy,1/23/20,0
Italy,1/24/20,0
Italy,1/25/20,0
Italy,1/26/20,0
Italy,1/27/20,0
Italy,1/28/20,0
Italy,1/29/20,0
Italy,1/30/20,0
Italy,1/31/20,2
Italy,2/1/20,2
Italy,2/2/20,2
Italy,2/3/20,2
Italy,2/4/20,2
Italy,2/5/20,2
Italy,2/6/20,2
Italy,2/7/20,3
Italy,2/8/20,3
Italy,2/9/20,3
Italy,2/10/20,3
Italy,2/11/20,3
Italy,2/12/20,3
Italy,2/13/20,3
Italy,2/14/20,3
Italy,2/15/20,3
Italy,2/16/20,3
Italy,2/17/20,3
Italy,2/18/20,3
Italy,2/19/20,3
Italy,2/20/20,3
Italy,2/21/20,20
Italy,2/22/20,62
Italy,2/23/20,155
Italy,2/24/20,229
Italy,2/25/20,322
Italy,2/26/20,453
Italy,2/27/20,655
Italy,2/28/20,888
Italy,2/29/20,1128
Italy,3/1/20,1694
Italy,3/2/20,2036
Italy,3/3/20,2502
Italy,3/4/20,3089
Italy,3/5/20,3858
Italy,3/6/20,4636
Italy,3/7/20,5883
Italy,3/8/20,7375
Italy,3/9/20,9172
Italy,3/10/20,10149
Italy,3/11/20,12462
Italy,3/12/20,15113
Italy,3/13/20,17660
Italy,3/14/20,21157
Italy,3/15/20,24747
Italy,3/16/20,27980
Italy,3/17/20,31506
Italy,3/18/20,35713
Italy,3/19/20,41035
Italy,3/20/20,47021
Italy,3/21/20,53578
Italy,3/22/20,59138
Italy,3/23/20,63927
Italy,3/24/20,69176
Italy,3/25/20,74386
Italy,3/26/20,80589
Italy,3/27/20,86498
Italy,3/28/20,92472
Italy,3/29/20,97689
Italy,3/30/20,101739
Italy,3/31/20,105792
Italy,4/1/20,110574
Italy,4/2/20,115242
Italy,4/3/20,119827
Italy,4/4/20,124632
Italy,4/5/20,128948
Italy,4/6/20,132547
Italy,4/7/20,135586
Italy,4/8/20,139422
Italy,4/9/20,143626
Italy,4/10/20,147577
Italy,4/11/20,152271
Italy,4/12/20,156363
Italy,4/13/20,159516
Italy,4/14/20,162488
Italy,4/15/20,165155
Italy,4/16/20,168941
Italy,4/17/20,172434
Italy,4/18/20,175925
Italy,4/19/20,178972
Italy,4/20/20,181228
Italy,4/21/20,183957
Italy,4/22/20,187327
Italy,4/23/20,189973
Italy,4/24/20,192994
Italy,4/25/20,195351
Italy,4/26/20,197675
Italy,4/27/20,199414
Italy,4/28/20,201505
Italy,4/29/20,203591
Italy,4/30/20,205463
Italy,5/1/20,207428
Italy,5/2/20,209328
Italy,5/3/20,210717
Italy,5/4/20,211938
Italy,5/5/20,213013
Italy,5/6/20,214457
Italy,5/7/20,215858
Italy,5/8/20,217185
Italy,5/9/20,218268
Italy,5/10/20,219070
Italy,5/11/20,219814
Italy,5/12/20,221216
Italy,5/13/20,222104
Italy,5/14/20,223096
Italy,5/15/20,223885
Italy,5/16/20,224760
Italy,5/17/20,225435
Italy,5/18/20,225886
Italy,5/19/20,226699
Italy,5/20/20,227364
Italy,5/21/20,228006
Italy,5/22/20,228658
Italy,5/23/20,229327
Italy,5/24/20,229858
Italy,5/25/20,230158
Italy,5/26/20,230555
Italy,5/27/20,231139
Italy,5/28/20,231732
Italy,5/29/20,232248
Italy,5/30/20,232664
Italy,5/31/20,232997
Italy,6/1/20,233197
Italy,6/2/20,233515
Italy,6/3/20,233836
Italy,6/4/20,234013
Italy,6/5/20,234531
Italy,6/6/20,234801
Italy,6/7/20,234998
Italy,6/8/20,235278
Italy,6/9/20,235561
Italy,6/10/20,235763
Italy,6/11/20,236142
Italy,6/12/20,236305
Italy,6/13/20,236651
Italy,6/14/20,236989
Italy,6/15/20,237290
Italy,6/16/20,237500
Italy,6/17/20,237828
Italy,6/18/20,238159
Italy,6/19/20,238011
Italy,6/20/20,238275
Italy,6/21/20,238499
Italy,6/22/20,238720
Italy,6/23/20,238833
Italy,6/24/20,239410
Italy,6/25/20,239706
Italy,6/26/20,239961
Italy,6/27/20,240136
Italy,6/28/20,240310
Italy,6/29/20,240436
Italy,6/30/20,240578
Italy,7/1/20,240760
Italy,7/2/20,240961
Italy,7/3/20,241184
Italy,7/4/20,241419
Italy,7/5/20,241611
Italy,7/6/20,241819
Italy,7/7/20,241956
Italy,7/8/20,242149
Italy,7/9/20,242363
Italy,7/10/20,242639
Italy,7/11/20,242827
Italy,7/12/20,243061
Italy,7/13/20,243230
Italy,7/14/20,243344
Italy,7/15/20,243506
Italy,7/16/20,243736
Italy,7/17/20,243967
Italy,7/18/20,244216
Italy,7/19/20,244434
Italy,7/20/20,244624
Italy,7/21/20,244752
Italy,7/22/20,245032
Italy,7/23/20,245338
Italy,7/24/20,245590
Italy,7/25/20,245864
Italy,7/26/20,246118
Italy,7/27/20,246286
Italy,7/28/20,246488
Italy,7/29/20,246776
Italy,7/30/20,247158
Italy,7/31/20,247537
Italy,8/1/20,247832
Italy,8/2/20,248070
Italy,8/3/20,248229
Italy,8/4/20,248419
Italy,8/5/20,248803
Italy,8/6/20,249204
Italy,8/7/20,249756
Italy,8/8/20,250103
Italy,8/9/20,250566
Italy,8/10/20,250825
Italy,8/11/20,251237
Italy,8/12/20,251713
Italy,8/13/20,252235
Italy,8/14/20,252809
Italy,8/15/20,253438
Italy,8/16/20,253915
Italy,8/17/20,254235
Italy,8/18/20,254636
Italy,8/19/20,255278
Italy,8/20/20,256118
Italy,8/21/20,257065
Italy,8/22/20,258136
Italy,8/23/20,259345
Italy,8/24/20,260298
Italy,8/25/20,261174
Italy,8/26/20,262540
Italy,8/27/20,263949
Italy,8/28/20,265409
Italy,8/29/20,266853
Italy,8/30/20,268218
Italy,8/31/20,269214
Italy,9/1/20,270189
Italy,9/2/20,271515
Italy,9/3/20,272912
Italy,9/4/20,274644
Italy,9/5/20,276338
Italy,9/6/20,277634
Italy,9/7/20,278784
Italy,9/8/20,280153
Italy,9/9/20,281583
Italy,9/10/20,283180
Italy,9/11/20,284796
Italy,9/12/20,286297
Italy,9/13/20,287753
Italy,9/14/20,288761
Italy,9/15/20,289990
Italy,9/16/20,291442
Italy,9/17/20,293025
Italy,9/18/20,294932
Italy,9/19/20,296569
Italy,9/20/20,298156
Italy,9/21/20,299506
Italy,9/22/20,300897
Italy,9/23/20,302537
Italy,9/24/20,304323
Italy,9/25/20,306235
Italy,9/26/20,308104
Italy,9/27/20,309870
Italy,9/28/20,311364
Italy,9/29/20,313011
Italy,9/30/20,314861
Italy,10/1/20,317409
Italy,10/2/20,319908
Italy,10/3/20,322751
Italy,10/4/20,325329
Italy,10/5/20,327586
Italy,10/6/20,330263
Italy,10/7/20,333940
Italy,10/8/20,338398
Italy,10/9/20,343770
Italy,10/10/20,349494
Italy,10/11/20,354950
Italy,10/12/20,359569
Italy,10/13/20,365467
Italy,10/14/20,372799
Italy,10/15/20,381602
Italy,10/16/20,391611
Italy,10/17/20,402536
