country,date,count
Italy,10/18/20,414241
Italy,10/19/20,423578
Italy,10/20/20,434449
Italy,10/21/20,449648
Italy,10/22/20,465726
Italy,10/23/20,484869
Italy,10/24/20,504509
Italy,10/25/20,525782
Italy,10/26/20,542789
Italy,10/27/20,564778
Italy,10/28/20,589766
Italy,10/29/20,616595
Italy,10/30/20,647674
Italy,10/31/20,679430
Italy,11/1/20,709335
Italy,11/2/20,731588
Italy,11/3/20,759829
Italy,11/4/20,790377
Italy,11/5/20,824879
Italy,11/6/20,862681
Italy,11/7/20,902490
Italy,11/8/20,935104
Italy,11/9/20,960373
Italy,11/10/20,995463
Italy,11/11/20,1028424
Italy,11/12/20,1066401
Italy,11/13/20,1107303
Italy,11/14/20,1144552
Italy,11/15/20,1178529
Italy,11/16/20,1205881
Italy,11/17/20,1238072
Italy,11/18/20,1272352
Italy,11/19/20,1308528
Italy,11/20/20,1345767
Italy,11/21/20,1380531
Italy,11/22/20,1408868
Italy,11/23/20,1431795
Italy,11/24/20,1455022
Italy,11/25/20,1480874
Italy,11/26/20,1509875
Italy,11/27/20,1538217
Italy,11/28/20,1564532
Italy,11/29/20,1585178
Italy,11/30/20,1601554
Italy,12/1/20,1620901
Italy,12/2/20,1641610
Italy,12/3/20,1664829
Italy,12/4/20,1688939
Italy,12/5/20,1709991
Italy,12/6/20,1728878
Italy,12/7/20,1742557
Italy,12/8/20,1757394
Italy,12/9/20,1770149
Italy,12/10/20,1787147
Italy,12/11/20,1805873
Italy,12/12/20,1825775
Italy,12/13/20,1843712
Italy,12/14/20,1855737
Italy,12/15/20,1870576
Italy,12/16/20,1888144
Italy,12/17/20,1906377
Italy,12/18/20,1921778
Italy,12/19/20,1938083
Italy,12/20/20,1953185
Italy,12/21/20,1964054
Italy,12/22/20,1977370
Italy,12/23/20,1991278
Italy,12/24/20,2009317
Italy,12/25/20,2028354
Italy,12/26/20,2038759
Italy,12/27/20,2047696
Italy,12/28/20,2056277
Italy,12/29/20,2067487
Italy,12/30/20,2083689
Italy,12/31/20,2107166
Italy,1/1/21,2129376
Italy,1/2/21,2141201
Italy,1/3/21,2155446
Italy,1/4/21,2166244
Italy,1/5/21,2181619
Italy,1/6/21,2201945
Italy,1/7/21,2220361
Italy,1/8/21,2237890
Italy,1/9/21,2257866
Italy,1/10/21,2276491
Italy,1/11/21,2289021
Italy,1/12/21,2303263
Italy,1/13/21,2319036
Italy,1/14/21,2336279
Italy,1/15/21,2352423
Italy,1/16/21,2368733
Italy,1/17/21,2381277
Italy,1/18/21,2390102
Italy,1/19/21,2400598
Italy,1/20/21,2414166
Italy,1/21/21,2428221
Italy,1/22/21,2441854
Italy,1/23/21,2455185
Italy,1/24/21,2466813
Italy,1/25/21,2475372
Italy,1/26/21,2485956
Italy,1/27/21,2501147
Italy,1/28/21,2515507
Italy,1/29/21,2529070
Italy,1/30/21,2541783
Italy,1/31/21,2553032
Italy,2/1/21,2560957
Italy,2/2/21,2570608
Italy,2/3/21,2583790
Italy,2/4/21,2597446
Italy,2/5/21,2611659
Italy,2/6/21,2625098
Italy,2/7/21,2636738
Italy,2/8/21,2644707
Italy,2/9/21,2655319
Italy,2/10/21,2668266
Italy,2/11/21,2683403
Italy,2/12/21,2697296
Italy,2/13/21,2710819
Italy,2/14/21,2721879
Italy,2/15/21,2729223
Italy,2/16/21,2739591
Italy,2/17/21,2751657
Italy,2/18/21,2765412
Italy,2/19/21,2780882
Italy,2/20/21,2795796
Italy,2/21/21,2809246
Italy,2/22/21,2818863
Italy,2/23/21,2832162
Italy,2/24/21,2848564
Italy,2/25/21,2868435
Italy,2/26/21,2888923
Italy,2/27/21,2907825
Italy,2/28/21,2925265
Italy,3/1/21,2938371
Italy,3/2/21,2955434
Italy,3/3/21,2976274
Italy,3/4/21,2999119
Italy,3/5/21,3023129
Italy,3/6/21,3046762
Italy,3/7/21,3067486
Italy,3/8/21,3081368
Italy,3/9/21,3101093
Italy,3/10/21,3123368
Italy,3/11/21,3149017
Italy,3/12/21,3175807
Italy,3/13/21,3201838
Italy,3/14/21,3223142
Italy,3/15/21,3238394
Italy,3/16/21,3258770
Italy,3/17/21,3281810
Italy,3/18/21,3306711
Italy,3/19/21,3332418
Italy,3/20/21,3356331
Italy,3/21/21,3376376
Italy,3/22/21,3400877
Italy,3/23/21,3419616
Italy,3/24/21,3440862
Italy,3/25/21,3464543
Italy,3/26/21,3488619
Italy,3/27/21,3512453
Italy,3/28/21,3532057
Italy,3/29/21,3544957
Italy,3/30/21,3561012
Italy,3/31/21,3584899
Italy,4/1/21,3607083
Italy,4/2/21,3629000
Italy,4/3/21,3650247
Italy,4/4/21,3668264
Italy,4/5/21,3678944
Italy,4/6/21,3686707
Italy,4/7/21,3700393
Italy,4/8/21,3717602
Italy,4/9/21,3736526
Italy,4/10/21,3754077
Italy,4/11/21,3769814
Italy,4/12/21,3779594
Italy,4/13/21,3793033
Italy,4/14/21,3809193
Italy,4/15/21,3826156
Italy,4/16/21,3842079
Italy,4/17/21,3857443
Italy,4/18/21,3870131
Italy,4/19/21,3878994
Italy,4/20/21,3891063
Italy,4/21/21,3904899
Italy,4/22/21,3920945
Italy,4/23/21,3935703
Italy,4/24/21,3949517
Italy,4/25/21,3962674
Italy,4/26/21,3971114
Italy,4/27/21,3981512
Italy,4/28/21,3994894
Italy,4/29/21,4009208
Italy,4/30/21,4022653
Italy,5/1/21,4035617
Italy,5/2/21,4044762
Italy,5/3/21,4050708
Italy,5/4/21,4059821
Italy,5/5/21,4070400
Italy,5/6/21,4082198
Italy,5/7/21,4092747
Italy,5/8/21,4102921
Italy,5/9/21,4111210
Italy,5/10/21,4116287
Italy,5/11/21,4123230
Italy,5/12/21,4131078
Italy,5/13/21,4139160
Italy,5/14/21,4146722
Italy,5/15/21,4153374
Italy,5/16/21,4159122
Italy,5/17/21,4162576
Italy,5/18/21,4167025
Italy,5/19/21,4172525
Italy,5/20/21,4178261
Italy,5/21/21,4183476
Italy,5/22/21,4188190
Italy,5/23/21,4192183
Italy,5/24/21,4194672
Italy,5/25/21,4197892
Italy,5/26/21,4201827
Italy,5/27/21,4205970
Italy,5/28/21,4209707
Italy,5/29/21,4213055
Italy,5/30/21,4216003
Italy,5/31/21,4217821
Italy,6/1/21,4220304
Italy,6/2/21,4223200
Italy,6/3/21,4225163
Italy,6/4/21,4227719
Italy,6/5/21,4230153
Italy,6/6/21,4232428
Italy,6/7/21,4233698
Italy,6/8/21,4235592
Italy,6/9/21,4237790
Italy,6/10/21,4239868
Italy,6/11/21,4241760
Italy,6/12/21,4243482
Italy,6/13/21,4244872
Italy,6/14/21,4245779
Italy,6/15/21,4247032
Italy,6/16/21,4248432
Italy,6/17/21,4249755
Italy,6/18/21,4250902
Italy,6/19/21,4252095
Italy,6/20/21,4252976
Italy,6/21/21,4253460
Italy,6/22/21,4254294
Italy,6/23/21,4255434
Italy,6/24/21,4255700
Italy,6/25/21,4256451
Italy,6/26/21,4257289
Italy,6/27/21,4258069
Italy,6/28/21,4258456
Italy,6/29/21,4259133
Italy,6/30/21,4259909
Italy,7/1/21,4260788
Italy,7/2/21,4261582
Italy,7/3/21,4262511
Italy,7/4/21,4263317
Italy,7/5/21,4263797
Italy,7/6/21,4264704
Italy,7/7/21,4265714
Italy,7/8/21,4267105
Italy,7/9/21,4268491
Italy,7/10/21,4269885
Italy,7/11/21,4271276
Italy,7/12/21,4272163
Italy,7/13/21,4273693
Italy,7/14/21,4275846
Italy,7/15/21,4278319
Italy,7/16/21,4281214
Italy,7/17/21,4284332
Italy,7/18/21,4287458
Italy,7/19/21,4289528
Italy,7/20/21,4293083
Italy,7/21/21,4297337
Italy,7/22/21,4302393
Italy,7/23/21,4307535
Italy,7/24/21,4312673
Italy,7/25/21,4317415
Italy,7/26/21,4320530
Italy,7/27/21,4325046
Italy,7/28/21,4330739
Italy,7/29/21,4336906
Italy,7/30/21,4343519
Italy,7/31/21,4350028
Italy,8/1/21,4355348
Italy,8/2/21,4358533
Italy,8/3/21,4363374
Italy,8/4/21,4369964
Italy,8/5/21,4377188
Italy,8/6/21,4383787
Italy,8/7/21,4390684
Italy,8/8/21,4396417
Italy,8/9/21,4400617
Italy,8/10/21,4406241
Italy,8/11/21,4413162
Italy,8/12/21,4420429
Italy,8/13/21,4427827
Italy,8/14/21,4435008
Italy,8/15/21,4440669
Italy,8/16/21,4444338
Italy,8/17/21,4449606
Italy,8/18/21,4456765
Italy,8/19/21,4464005
Italy,8/20/21,4471225
Italy,8/21/21,4478691
Italy,8/22/21,4484613
Italy,8/23/21,4488779
Italy,8/24/21,4494857
Italy,8/25/21,4502396
Italy,8/26/21,4509611
Italy,8/27/21,4517434
Italy,8/28/21,4524292
Italy,8/29/21,4530246
Italy,8/30/21,4534499
Italy,8/31/21,4539991
Italy,9/1/21,4546487
Italy,9/2/21,4553241
Italy,9/3/21,4559970
Italy,9/4/21,4566126
Italy,9/5/21,4571440
Italy,9/6/21,4574787
Italy,9/7/21,4579502
Italy,9/8/21,4585423
Italy,9/9/21,4590941
Italy,9/10/21,4596558
Italy,9/11/21,4601749
Italy,9/12/21,4606413
Italy,9/13/21,4609205
Italy,9/14/21,4613214
Italy,9/15/21,4618040
Italy,9/16/21,4623155
Italy,9/17/21,4627699
Italy,9/18/21,4632275
Italy,9/19/21,4636111
US,1/22/20,1
US,1/23/20,1
US,1/24/20,2
US,1/25/20,2
US,1/26/20,5
US,1/27/20,5
US,1/28/20,5
US,1/29/20,6
US,1/30/20,6
US,1/31/20,8
US,2/1/20,8
US,2/2/20,8
US,2/3/20,11
US,2/4/20,11
US,2/5/20,11
US,2/6/20,12
US,2/7/20,12
US,2/8/20,12
US,2/9/20,12
US,2/10/20,12
US,2/11/20,13
US,2/12/20,13
US,2/13/20,14
US,2/14/20,14
US,2/15/20,14
US,2/16/20,14
US,2/17/20,14
US,2/18/20,14
US,2/19/20,14
US,2/20/20,14
US,2/21/20,16
US,2/22/20,16
US,2/23/20,16
US,2/24/20,16
US,2/25/20,16
US,2/26/20,16
US,2/27/20,17
US,2/28/20,17
US,2/29/20,25
US,3/1/20,32
US,3/2/20,55
US,3/3/20,74
US,3/4/20,107
US,3/5/20,184
US,3/6/20,237
US,3/7/20,403
US,3/8/20,519
US,3/9/20,594
US,3/10/20,782
US,3/11/20,1147
US,3/12/20,1586
US,3/13/20,2219
US,3/14/20,2978
US,3/15/20,3212
US,3/16/20,4679
US,3/17/20,6512
US,3/18/20,9169
US,3/19/20,13663
US,3/20/20,20030
US,3/21/20,26025
US,3/22/20,34943
US,3/23/20,46095
US,3/24/20,56713
US,3/25/20,68840
US,3/26/20,86660
US,3/27/20,105252
US,3/28/20,127412
US,3/29/20,143546
US,3/30/20,165699
US,3/31/20,192079
US,4/1/20,224281
US,4/2/20,256627
US,4/3/20,288992
US,4/4/20,321379
US,4/5/20,350713
US,4/6/20,382646
US,4/7/20,413222
US,4/8/20,444340
US,4/9/20,480413
US,4/10/20,514689
US,4/11/20,543878
US,4/12/20,570812
US,4/13/20,597804
US,4/14/20,626217
US,4/15/20,652179
US,4/16/20,682442
US,4/17/20,715446
US,4/18/20,743379
US,4/19/20,769250
US,4/20/20,799039
US,4/21/20,825257
US,4/22/20,854328
US,4/23/20,887581
US,4/24/20,919920
US,4/25/20,950298
US,4/26/20,976871
US,4/27/20,1000666
US,4/28/20,1025354
US,4/29/20,1051785
US,4/30/20,1080942
US,5/1/20,1115844
US,5/2/20,1143248
US,5/3/20,1167577
US,5/4/20,1191815
US,5/5/20,1216263
US,5/6/20,1240643
US,5/7/20,1268263
US,5/8/20,1295396
US,5/9/20,1320096
US,5/10/20,1339109
US,5/11/20,1358248
US,5/12/20,1381134
US,5/13/20,1401651
US,5/14/20,1428387
US,5/15/20,1453084
US,5/16/20,1477368
US,5/17/20,1496008
US,5/18/20,1518221
US,5/19/20,1539140
US,5/20/20,1561935
US,5/21/20,1587722
US,5/22/20,1611380
US,5/23/20,1632499
US,5/24/20,1652805
US,5/25/20,1671293
US,5/26/20,1690277
US,5/27/20,1709753
US,5/28/20,1731476
US,5/29/20,1756124
US,5/30/20,1780337
US,5/31/20,1799673
US,6/1/20,1816677
US,6/2/20,1837946
US,6/3/20,1857726
US,6/4/20,1879461
US,6/5/20,1904372
US,6/6/20,1925846
US,6/7/20,1944114
US,6/8/20,1960813
US,6/9/20,1978821
US,6/10/20,2000017
US,6/11/20,2022418
US,6/12/20,2047567
US,6/13/20,2072692
US,6/14/20,2092024
US,6/15/20,2110607
US,6/16/20,2134508
US,6/17/20,2161723
US,6/18/20,2190124
US,6/19/20,2221809
US,6/20/20,2254343
US,6/21/20,2280410
US,6/22/20,2311569
US,6/23/20,2348834
US,6/24/20,2385046
US,6/25/20,2425306
US,6/26/20,2471625
US,6/27/20,2513323
US,6/28/20,2555119
US,6/29/20,2594820
US,6/30/20,2643189
US,7/1/20,2694754
US,7/2/20,2751122
US,7/3/20,2803739
US,7/4/20,2852098
US,7/5/20,2902900
US,7/6/20,2945635
US,7/7/20,3004762
US,7/8/20,3064405
US,7/9/20,3125358
US,7/10/20,3193159
US,7/11/20,3254418
US,7/12/20,3314446
US,7/13/20,3372310
US,7/14/20,3439200
US,7/15/20,3507136
US,7/16/20,3583188
US,7/17/20,3654731
US,7/18/20,3719081
US,7/19/20,3780327
US,7/20/20,3840819
US,7/21/20,3906365
US,7/22/20,3976739
US,7/23/20,4045488
US,7/24/20,4119126
US,7/25/20,4185281
US,7/26/20,4241608
US,7/27/20,4298452
US,7/28/20,4361592
US,7/29/20,4430559
US,7/30/20,4498499
US,7/31/20,4566927
US,8/1/20,4625323
US,8/2/20,4671780
US,8/3/20,4716963
US,8/4/20,4772233
US,8/5/20,4827757
US,8/6/20,4885297
US,8/7/20,4945718
US,8/8/20,5000824
US,8/9/20,5048971
US,8/10/20,5094861
US,8/11/20,5147232
US,8/12/20,5199963
US,8/13/20,5251392
US,8/14/20,5316688
US,8/15/20,5366034
US,8/16/20,5405944
US,8/17/20,5441747
US,8/18/20,5484652
US,8/19/20,5529086
US,8/20/20,5573664
US,8/21/20,5622432
US,8/22/20,5666776
US,8/23/20,5701261
US,8/24/20,5736166
US,8/25/20,5777021
US,8/26/20,5820958
US,8/27/20,5866918
US,8/28/20,5913430
US,8/29/20,5957637
US,8/30/20,5992439
US,8/31/20,6025142
US,9/1/20,6067955
US,9/2/20,6108643
US,9/3/20,6152977
US,9/4/20,6203648
US,9/5/20,6247035
US,9/6/20,6278009
US,9/7/20,6301851
US,9/8/20,6327477
US,9/9/20,6362077
US,9/10/20,6398016
US,9/11/20,6445983
US,9/12/20,6487676
US,9/13/20,6522118
US,9/14/20,6555366
US,9/15/20,6594827
US,9/16/20,6633733
US,9/17/20,6678935
US,9/18/20,6728078
US,9/19/20,6770658
US,9/20/20,6809537
US,9/21/20,6860260
US,9/22/20,6900328
US,9/23/20,6939239
US,9/24/20,6986608
US,9/25/20,7034975
US,9/26/20,7079908
US,9/27/20,7117970
US,9/28/20,7150638
US,9/29/20,7194201
US,9/30/20,7233300
US,10/1/20,7279279
US,10/2/20,7334425
US,10/3/20,7383906
US,10/4/20,7419449
US,10/5/20,7457763
US,10/6/20,7503146
US,10/7/20,7554272
US,10/8/20,7613295
US,10/9/20,7669971
US,10/10/20,7725462
US,10/11/20,7772127
US,10/12/20,7813705
US,10/13/20,7865268
US,10/14/20,7924561
US,10/15/20,7989620
US,10/16/20,8058751
US,10/17/20,8116059
US,10/18/20,8166867
US,10/19/20,8233942
US,10/20/20,8295643
US,10/21/20,8358797
US,10/22/20,8435004
US,10/23/20,8517526
US,10/24/20,8600808
US,10/25/20,8663122
US,10/26/20,8729834
US,10/27/20,8806855
US,10/28/20,8886177
US,10/29/20,8977160
US,10/30/20,9077214
US,10/31/20,9167573
US,11/1/20,9272757
US,11/2/20,9356856
US,11/3/20,9484603
US,11/4/20,9588722
US,11/5/20,9718609
US,11/6/20,9846484
US,11/7/20,9977745
US,11/8/20,10092524
US,11/9/20,10211848
US,11/10/20,10351774
US,11/11/20,10499991
US,11/12/20,10662950
US,11/13/20,10844001
US,11/14/20,11015060
US,11/15/20,11152078
US,11/16/20,11312880
US,11/17/20,11476655
US,11/18/20,11650165
US,11/19/20,11841888
US,11/20/20,12043083
US,11/21/20,12223946
US,11/22/20,12370157
US,11/23/20,12543341
US,11/24/20,12720667
US,11/25/20,12905323
US,11/26/20,13021544
US,11/27/20,13226490
US,11/28/20,13384108
US,11/29/20,13524513
US,11/30/20,13681250
US,12/1/20,13875094
US,12/2/20,14079268
US,12/3/20,14303769
US,12/4/20,14538479
US,12/5/20,14759218
US,12/6/20,14937777
US,12/7/20,15129318
US,12/8/20,15359825
US,12/9/20,15581389
US,12/10/20,15815643
US,12/11/20,16056357
US,12/12/20,16276407
US,12/13/20,16463242
US,12/14/20,16665170
US,12/15/20,16886664
US,12/16/20,17127111
US,12/17/20,17364632
US,12/18/20,17613128
US,12/19/20,17814236
US,12/20/20,17999535
US,12/21/20,18190836
US,12/22/20,18392072
US,12/23/20,18617481
US,12/24/20,18822716
US,12/25/20,18930669
US,12/26/20,19149189
US,12/27/20,19303667
US,12/28/20,19471670
US,12/29/20,19672879
US,12/30/20,19894631
US,12/31/20,20153436
US,1/1/21,20318112
US,1/2/21,20614569
US,1/3/21,20817632
US,1/4/21,21000313
US,1/5/21,21231539
US,1/6/21,21487860
US,1/7/21,21776547
US,1/8/21,22079506
US,1/9/21,22338598
US,1/10/21,22551301
US,1/11/21,22763313
US,1/12/21,22981747
US,1/13/21,23211249
US,1/14/21,23449919
US,1/15/21,23696155
US,1/16/21,23904220
US,1/17/21,24080560
US,1/18/21,24221345
US,1/19/21,24386760
US,1/20/21,24572050
US,1/21/21,24764047
US,1/22/21,24953412
US,1/23/21,25127641
US,1/24/21,25265235
US,1/25/21,25408150
US,1/26/21,25552490
US,1/27/21,25707785
US,1/28/21,25874369
US,1/29/21,26041134
US,1/30/21,26185837
US,1/31/21,26300990
US,2/1/21,26430603
US,2/2/21,26544833
US,2/3/21,26667910
US,2/4/21,26791845
US,2/5/21,26923133
US,2/6/21,27033875
US,2/7/21,27125359
US,2/8/21,27211291
US,2/9/21,27305479
US,2/10/21,27401350
US,2/11/21,27507483
US,2/12/21,27607288
US,2/13/21,27695872
US,2/14/21,27762183
US,2/15/21,27816653
US,2/16/21,27875813
US,2/17/21,27945859
US,2/18/21,28017150
US,2/19/21,28095282
US,2/20/21,28168408
US,2/21/21,28226164
US,2/22/21,28281310
US,2/23/21,28353230
US,2/24/21,28428239
US,2/25/21,28506228
US,2/26/21,28583906
US,2/27/21,28649641
US,2/28/21,28701633
US,3/1/21,28757063
US,3/2/21,28814028
US,3/3/21,28881181
US,3/4/21,28949428
US,3/5/21,29016353
US,3/6/21,29075195
US,3/7/21,29117219
US,3/8/21,29161873
US,3/9/21,29217840
US,3/10/21,29276011
US,3/11/21,29338782
US,3/12/21,29400390
US,3/13/21,29453948
US,3/14/21,29492646
US,3/15/21,29547896
US,3/16/21,29602213
US,3/17/21,29661602
US,3/18/21,29721955
US,3/19/21,29783929
US,3/20/21,29840548
US,3/21/21,29875149
US,3/22/21,29925269
US,3/23/21,29978663
US,3/24/21,30065460
US,3/25/21,30133328
US,3/26/21,30210796
US,3/27/21,30274619
US,3/28/21,30318249
US,3/29/21,30386580
US,3/30/21,30447795
US,3/31/21,30514628
US,4/1/21,30593790
US,4/2/21,30664696
US,4/3/21,30728451
US,4/4/21,30764622
US,4/5/21,30839461
US,4/6/21,30900352
US,4/7/21,30975356
US,4/8/21,31055466
US,4/9/21,31139656
US,4/10/21,31208303
US,4/11/21,31254371
US,4/12/21,31322617
US,4/13/21,31400665
US,4/14/21,31476281
US,4/15/21,31550254
US,4/16/21,31630485
US,4/17/21,31683828
US,4/18/21,31726398
US,4/19/21,31793549
US,4/20/21,31854301
US,4/21/21,31918092
US,4/22/21,31984574
US,4/23/21,32047655
US,4/24/21,32101294
US,4/25/21,32134273
US,4/26/21,32180743
US,4/27/21,32231193
US,4/28/21,32286450
US,4/29/21,32344947
US,4/30/21,32403038
US,5/1/21,32449270
US,5/2/21,32479015
US,5/3/21,32528554
US,5/4/21,32568638
US,5/5/21,32613860
US,5/6/21,32661641
US,5/7/21,32709256
US,5/8/21,32743496
US,5/9/21,32765363
US,5/10/21,32801173
US,5/11/21,32834768
US,5/12/21,32870682
US,5/13/21,32909621
US,5/14/21,32951232
US,5/15/21,32980577
US,5/16/21,32997803
US,5/17/21,33026174
US,5/18/21,33053593
US,5/19/21,33082873
US,5/20/21,33113045
US,5/21/21,33141212
US,5/22/21,33161647
US,5/23/21,33174963
US,5/24/21,33199963
US,5/25/21,33222598
US,5/26/21,33246961
US,5/27/21,33274300
US,5/28/21,33296040
US,5/29/21,33308507
US,5/30/21,33315432
US,5/31/21,33321339
US,6/1/21,33343457
US,6/2/21,33360383
US,6/3/21,33379573
US,6/4/21,33396482
US,6/5/21,33410818
US,6/6/21,33416490
US,6/7/21,33431598
US,6/8/21,33444432
US,6/9/21,33463334
US,6/10/21,33477757
US,6/11/21,33502493
US,6/12/21,33511179
US,6/13/21,33516336
US,6/14/21,33528696
US,6/15/21,33539531
US,6/16/21,33552085
US,6/17/21,33562701
US,6/18/21,33583900
US,6/19/21,33592391
US,6/20/21,33596844
US,6/21/21,33608514
US,6/22/21,33619249
US,6/23/21,33632245
US,6/24/21,33646022
US,6/25/21,33670281
US,6/26/21,33678926
US,6/27/21,33683177
US,6/28/21,33697763
US,6/29/21,33704453
US,6/30/21,33720706
US,7/1/21,33735145
US,7/2/21,33764564
US,7/3/21,33769190
US,7/4/21,33772947
US,7/5/21,33781577
US,7/6/21,33804617
US,7/7/21,33827571
US,7/8/21,33846692
US,7/9/21,33894318
US,7/10/21,33902620
US,7/11/21,33913413
US,7/12/21,33947062
US,7/13/21,33973297
US,7/14/21,34006036
US,7/15/21,34036018
US,7/16/21,34113909
US,7/17/21,34125631
US,7/18/21,34144867
US,7/19/21,34195941
US,7/20/21,34237700
US,7/21/21,34288084
US,7/22/21,34342818
US,7/23/21,34463204
US,7/24/21,34488217
US,7/25/21,34512327
US,7/26/21,34599280
US,7/27/21,34667693
US,7/28/21,34736785
US,7/29/21,34816304
US,7/30/21,35005439
US,7/31/21,35037721
US,8/1/21,35079157
US,8/2/21,35199884
US,8/3/21,35302630
US,8/4/21,35399460
US,8/5/21,35510108
US,8/6/21,35765158
US,8/7/21,35813887
US,8/8/21,35840427
US,8/9/21,36021651
US,8/10/21,36142600
US,8/11/21,36298622
US,8/12/21,36440576
US,8/13/21,36670333
US,8/14/21,36719217
US,8/15/21,36760938
US,8/16/21,36980988
US,8/17/21,37133106
US,8/18/21,37291734
US,8/19/21,37448801
US,8/20/21,37694391
US,8/21/21,37760319
US,8/22/21,37796276
US,8/23/21,38034278
US,8/24/21,38190953
US,8/25/21,38360617
US,8/26/21,38545055
US,8/27/21,38788031
US,8/28/21,38848628
US,8/29/21,38890744
US,8/30/21,39150680
US,8/31/21,39321525
US,9/1/21,39523397
US,9/2/21,39699170
US,9/3/21,39933905
US,9/4/21,39998223
US,9/5/21,40038313
US,9/6/21,40113317
US,9/7/21,40389635
US,9/8/21,40571168
US,9/9/21,40730412
US,9/10/21,40957627
US,9/11/21,41021592
US,9/12/21,41057176
US,9/13/21,41317328
US,9/14/21,41461662
US,9/15/21,41627946
US,9/16/21,41785903
US,9/17/21,41993789
US,9/18/21,42050638
US,9/19/21,42087432